Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Micromax,Canvas Nitro,A310,1969MB,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,19,2
Micromax,Canvas Nitro,A311,1969MB,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,19,2
Micromax,Canvas 4+,A315,947MB,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,19,2
Micromax,Canvas Hue 2,A316,1969MB,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,19,2
Lenovo,A316i,A316i,468MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,17,2
Lenovo,A319,A319,463MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,19,2
Oppo,A31c,A31c,898MB,Phone,Qualcomm MSM8916,480x854,240,armeabi-v7a;armeabi,19,3
Oppo,A13t,A31t,898MB,Phone,Qualcomm MSM8916,480x854,240,armeabi-v7a;armeabi,19,3
Oppo,A31u,A31u,898MB,Phone,Qualcomm MSM8916,480x854,240,armeabi-v7a;armeabi,19,3
Lenovo,A320t,A320t,468MB,Phone,Mediatek MT6582M,480x800,240,armeabi-v7a;armeabi,19,2
Lenovo,A328,A328,964MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,19,2
Lenovo,A328t,A328t,456MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,19,2
Oppo,A33f,A33,895MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,22,3
Lenovo,A3300-GV,A3300-GV,961-970MB,Tablet,Mediatek MT8382M,1024x600,160,armeabi-v7a;armeabi,17;19,2
Lenovo,A3300,A3300-H,961MB,Tablet,Mediatek MT8382M,1024x600,160,armeabi-v7a;armeabi,19,2
Lenovo,Lenovo A3300,A3300-HV,961MB,Tablet,Mediatek MT8382M,1024x600,160,armeabi-v7a;armeabi,19,2
Lenovo,A3300,A3300-T,962-970MB,Tablet,Mediatek MT8382M,1024x600,160,armeabi-v7a;armeabi,17;19,2
Lenovo,A338t,A338t,456MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,19,2
Samsung,Galaxy A3,a33g,880-893MB,Phone,Qualcomm MSM8216,540x960,240,armeabi-v7a;armeabi,19;21,3
Oppo,A33t,A33t,1888MB,Phone,Qualcomm MSM8916,540x960,240,arm64-v8a;armeabi-v7a;armeabi,22,3
Oppo,A33w,A33w,962MB,Phone,Mediatek MT6582,540x960,240,armeabi-v7a;armeabi,22,2
Micromax,BOLT,A34,,Phone,Spreadtrum SC6820,320x480,160,armeabi-v7a;armeabi,10,2
Micromax,CANVAS KNIGHT,A350,1942MB,Phone,Mediatek MT6592T,1080x1920,480,armeabi-v7a;armeabi,19,2
Lenovo,A3500-F,A3500F,977-989MB,Tablet,Mediatek MT8382,1280x800,213,armeabi-v7a;armeabi,17;19,2
Lenovo,A3500-H,A3500H,953-965MB,Tablet,Mediatek MT8382,1280x800,213,armeabi-v7a;armeabi,17;19,2
Lenovo,A3500,A3500HV,953-965MB,Tablet,Mediatek MT8382,1280x800,213,armeabi-v7a;armeabi,17;19,2
Lenovo,A3860,A3580,,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,21,3
Lenovo,A358t,A358t,458MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,19,2
Lenovo,A3600-D,A3600-d,469MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2
Lenovo,A360t,A360t,469MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2
Lenovo,A368t,A368t,,Phone,Marvell PXA1920,480x854,240,armeabi-v7a;armeabi,19,2
Lenovo,A369i,A369i,470MB,Phone,Mediatek MT6572W,480x800,240,armeabi-v7a;armeabi,17,2
Haier,A36C5H,A36C5H,877MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,24,2
Oppo,A37t,A37,1785-1843MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22;23,3
Lenovo,A378t,A378t,474MB,Phone,Mediatek MT6572T,480x854,240,armeabi-v7a;armeabi,17,2
Oppo,A37f,A37f,1888MB,Phone,Qualcomm MSM8916,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3
Lenovo,A3800-D,A3800-d,469MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2
Lenovo,A380t,A380t,,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2
Lenovo,A385e,A385e,419MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,16,2
Lenovo,A3860,A3860,930MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,22,3
Lenovo,A388t,A388t,423MB,Phone,Spreadtrum SC8830,480x854,240,armeabi-v7a;armeabi,16,2
Mito,MITO A39,A39,2958MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Lenovo,A398t+,A398tp,,Phone,Spreadtrum SC8830,480x854,240,armeabi-v7a;armeabi,16,2
TCT (Alcatel),Alcatel 3,A3A,1887MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi-v7a;armeabi,27,3.2
TCT (Alcatel),Alcatel 3L,A3A_LITE,1885MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi-v7a;armeabi,27,3.2
TCT (Alcatel),Alcatel 3X,A3A_PLUS,1828MB,Phone,Mediatek MT6739WA,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
TCT (Alcatel),ALCATEL 3C,A3A_XL_3G,924MB,Phone,Mediatek MT8321,720x1440,320,armeabi-v7a;armeabi,24,2
TCT (Alcatel),Alcatel 3V,A3A_XL_4G,1888MB,Phone,Mediatek MT8735,1080x2160,480,armeabi-v7a;armeabi,26,3.1
Samsung,Galaxy A3,a3lte,887-893MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,19;21,3
Samsung,Galaxy A3,a3ltechn,887MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,21,3
Samsung,Galaxy A3,a3ltectc,893MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,19,3
Samsung,Galaxy A3,a3ltedd,887-893MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,19;21,3
Samsung,Galaxy A3,a3lteslk,887-893MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,19;21,3
Samsung,Galaxy A3,a3ltezh,887-893MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,19;21,3
Samsung,Galaxy A3,a3ltezt,887-893MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,19;21,3
Samsung,Galaxy A3,a3ulte,1383-1390MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,19;21;23,3
Samsung,Galaxy A3(2016),a3xelte,1370-1374MB,Phone,Samsung Exynos 7578,720x1280,320,armeabi-v7a;armeabi,22;23;24,3.0;3.1
Samsung,Galaxy A3(2016),a3xeltekx,1370-1374MB,Phone,Samsung Exynos 7578,720x1280,320,armeabi-v7a;armeabi,22;23;24,3.0;3.1
Samsung,Galaxy A3(2017),a3y17lte,1817-1820MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,23;24;26,3.1;3.2
Elephone,A4,A4,2897MB,Phone,Mediatek MT6739CH,720x1512,320,armeabi-v7a;armeabi,27,3.2
Southern Telecom,a4,a4,468MB,Phone,Mediatek MT6572M,480x800,240,armeabi-v7a;armeabi,19,2
Karbonn,A40 Indian,A40_Indian,878MB,Phone,Spreadtrum SC9832A,480x800,240,armeabi-v7a;armeabi,24,2
Karbonn,A40 Indian Plus,A40_Indian_Plus,878MB,Phone,Spreadtrum SC9832A,480x800,240,armeabi-v7a;armeabi,24,2
Azumi,A40 Style Plus,A40_Style_Plus,967MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,23,2
Southern Telecom,A400,A400,459MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,23,2
Archos,40b Titanium,a40btisr,468MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,17,2
Azumi,A40C,A40C,464MB,Phone,Mediatek MT5327,480x800,240,armeabi-v7a;armeabi,19,2
Archos,40 Titanium,a40ti,468MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,17,2
Karbonn,A41 Power,A41_Power,878MB,Phone,Spreadtrum SC9832A,480x800,240,armeabi-v7a;armeabi,24,2
Haier,A42P,A42P,443MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,23,2
Karbonn,A45 Indian,A45_Indian,877MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,24,2
Archos,45 Helium 4G,a45he,847MB,Phone,Qualcomm MSM8926,480x854,240,armeabi-v7a;armeabi,18,3
Archos,45 Titanium,a45ti,468MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,17,2
Blackview,A5,A5,964MB,Phone,Mediatek MT6577,540x960,240,armeabi-v7a;armeabi,23,2
Foxconn,A5,A5,469MB,Phone,Mediatek MT6577,480x800,240,armeabi-v7a;armeabi,16,2
Southern Telecom,A5,A5,458MB,Phone,Mediatek MT8312,480x854,240,armeabi-v7a;armeabi,19,2
AllView,A5 Easy,A5_Easy,976MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,22,2
AllView,A5 Lite,A5_Lite,973MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,22,2
AllView,A5 Quad Plus,A5_Quad_Plus,934MB,Phone,Mediatek MT6735M,480x854,240,armeabi-v7a;armeabi,22,3
AllView,A5 Ready,A5_Ready,967-968MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,22;23,2
Lava,A50,A50,458MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,23,2
Azumi,A50 Style Plus,A50_Style_Plus,963MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,23,2
Fero,A5000,A5000,962MB,Phone,Mediatek MT8321,480x854,213,armeabi-v7a;armeabi,24,2
Lenovo,A5000,A5000,955-956MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19;21,2
Lenovo,IdeaTab A5000,A5000E,,Tablet,Qualcomm MSM8625Q,1024x600,160,armeabi-v7a;armeabi,16,2
Archos,50b Oxygen,a50box,961MB,Phone,Mediatek MT6582M,720x1280,320,armeabi-v7a;armeabi,17,2
Archos,50c Oxygen,a50cox,941-947MB,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,17;19,2
Archos,50 Helium 4G,a50he,847MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,18,3
Azumi,A50LT,A50LT,934MB,Phone,Mediatek MT6735,480x854,240,arm64-v8a;armeabi-v7a;armeabi,22,3
Archos,50 Neon,a50ne,464MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,17,2
Archos,50 Oxygen,a50ox,952MB,Phone,Mediatek MT6589T,1080x1920,480,armeabi-v7a;armeabi,17,2
Archos,Quechua Phone 5,A50RG11,806MB,Phone,Qualcomm MSM8225Q,480x800,240,armeabi-v7a;armeabi,16,2
Archos,50 Titanium,a50ti,469MB,Phone,Mediatek MT6572,540x960,240,armeabi-v7a;armeabi,17,2
Oppo,A51,A51,458-1910MB,Phone,Qualcomm MSM8916,480x854,240,armeabi-v7a;armeabi,22;23,2.0;3.0
Lenovo,A516,A516,469MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,17,2
Lenovo,A516,A516_ROW,469MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,17,2
Lava,A52,A52,465MB,Phone,Mediatek MT6572A,800x480,240,armeabi-v7a;armeabi,22,2
Lenovo,A526,A526,973MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,17,2
Oppo,A53,A53,,Phone,Qualcomm MSM8916,1280x720,320,arm64-v8a;armeabi-v7a;armeabi,22,3
Lenovo,A536,A536,965MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,19,2
Samsung,Galaxy A5,a53g,1891-1898MB,Phone,Qualcomm MSM8216,720x1280,320,armeabi-v7a;armeabi,19;21;23,3
Archos,53 Titanium,a53ti,470MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,17,2
Lava,A55,A55,963MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,23,2
Fero,A5500,A5500,955MB,Phone,Mediatek MT8321,720x1280,320,armeabi-v7a;armeabi,24,2
Lenovo,A5500,A5500,905MB,Phone,Mediatek MT6735M,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3
Lenovo,A5500-F,A5500-F,977-989MB,Tablet,Mediatek MT8382,1280x800,213,armeabi-v7a;armeabi,17;19,2
Lenovo,A5500-H,A5500-H,953-965MB,Tablet,Mediatek MT8382,1280x800,213,armeabi-v7a;armeabi,17;19,2
Lenovo,A5500-HV,A5500-HV,953-965MB,Tablet,Mediatek MT8382,1280x800,213,armeabi-v7a;armeabi,17;19,2
Lenovo,A560,A560_msm8212,418MB,Phone,Qualcomm MSM8212,480x854,240,armeabi-v7a;armeabi,18,3
Oppo,A57,A57,2834MB,Phone,Qualcomm MSM8940,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Lenovo,A5800-D,A5800-D,,Phone,Mediatek MT6732M,480x854,240,armeabi-v7a;armeabi,19,3
Moviltelco Trade,A58B,A58B,953MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
Oppo,A59st,A59,3785-3790MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22;23,3
TCT (Alcatel),Alcatel 5,A5A_INFINI,1830MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
TaiwanMobile,A5C,A5C,978MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,17,2
Samsung,Galaxy A5,a5lte,1891-1898MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19;21;23,3
Samsung,Galaxy A5,a5ltechn,1891-1898MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19;21;23,3
Samsung,Galaxy A5,a5ltectc,1898MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3
Samsung,Galaxy A5,a5ltezh,1891-1898MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19;21,3
Samsung,Galaxy A5,a5ltezt,1891-1898MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19;21,3
Samsung,Galaxy A5,a5ulte,1891-1898MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19;21;23,3
Samsung,Galaxy A5,a5ultebmc,1891-1892MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,21;23,3
Samsung,Galaxy A5,a5ultektt,1889-1890MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19;21;23,3
Samsung,Galaxy A5,a5ultelgt,1889-1890MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19;21;23,3
Samsung,Galaxy A5,a5ulteskt,1889-1890MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19;21;23,3
TCT (Alcatel),Alcatel 5X,A5X,2844MB,Phone,Mediatek MT6762,720x1280,320,armeabi-v7a;armeabi,27,3.2
Samsung,Galaxy A5(2016),a5xelte,1843-1847MB,Phone,Samsung Exynos 7580,1080x1920,480,armeabi-v7a;armeabi,22;23;24,3.0;3.1
Samsung,Galaxy A5(2016),a5xeltecmcc,2836-2854MB,Phone,Samsung Exynos 7580,1080x1920,480,armeabi-v7a;armeabi,22;23,3.0;3.1
Samsung,Galaxy A5(2016),a5xeltektt,1844-1847MB,Phone,Samsung Exynos 7580,1080x1920,480,armeabi-v7a;armeabi,22;23;24,3.0;3.1
Samsung,Galaxy A5(2016),a5xeltelgt,1844-1847MB,Phone,Samsung Exynos 7580,1080x1920,480,armeabi-v7a;armeabi,22;23;24,3.0;3.1
Samsung,Galaxy A5(2016),a5xelteskt,1844-1847MB,Phone,Samsung Exynos 7580,1080x1920,480,armeabi-v7a;armeabi,22;23;24,3.0;3.1
Samsung,Galaxy A5 (2016),a5xeltextc,1845-1847MB,Phone,Samsung Exynos 7580,1080x1920,480,armeabi-v7a;armeabi,22;23,3.0;3.1
Samsung,Galaxy A5(2016),a5xltechn,1883-1884MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,22;23,3
Samsung,Galaxy A5(2017),a5y17lte,2804-2815MB,Phone,Samsung Exynos 7880,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy A5(2017),a5y17ltecan,2804-2815MB,Phone,Samsung Exynos 7880,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy A5(2017),a5y17ltektt,2804-2815MB,Phone,Samsung Exynos 7880,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy A5(2017),a5y17ltelgt,2804-2815MB,Phone,Samsung Exynos 7880,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy A5(2017),a5y17lteskt,2804-2815MB,Phone,Samsung Exynos 7880,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Polaroid,A6,A6,963MB,Phone,Mediatek MT8312,540x960,240,armeabi-v7a;armeabi,19,2
QMobile,NOIR A6,A6,2961MB,Phone,Mediatek MT6735,720x1280,320,armeabi-v7a;armeabi,22,3
AllView,A6 Duo,A6_Duo,976MB,Phone,Mediatek MT6572M,480x854,240,armeabi-v7a;armeabi,22,2
AllView,A6 Lite,A6_Lite,972MB,Phone,Mediatek MT6752,480x854,240,armeabi-v7a;armeabi,22,2
Southern Telecom,A600,A600,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2
Lenovo,A6010,A6010,1893MB,Phone,Qualcomm MSM8916,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3
Lenovo,K5,A6020a40,1892MB,Phone,Qualcomm MSM8929,1080x1920,320,arm64-v8a;armeabi-v7a;armeabi,22,3
Lenovo,K5,A6020a41,1892MB,Phone,Qualcomm MSM8929,1080x1920,320,arm64-v8a;armeabi-v7a;armeabi,22,3
Lenovo,K5 Plus,A6020a46,2881MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3
Lenovo,K5,A6020l36,1892MB,Phone,Qualcomm MSM8929,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3
Lenovo,K5,A6020l37,1892MB,Phone,Qualcomm MSM8929,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3
Lenovo,A606,A606,976MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2
Lenovo,A616,A616,,Phone,Mediatek MT6732M,480x854,240,armeabi-v7a;armeabi,19,3
Infocus,IF9035_IN,A62,1885MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi-v7a;armeabi,24,2
Infocus,MADA,A62_mini,873MB,Phone,Spreadtrum SC9832A,720x1280,320,armeabi-v7a;armeabi,24,2
Lenovo,A628t,A628t,466MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,17,2
Lenovo,A630,A630e,382MB,Phone,Qualcomm MSM8625,480x854,240,armeabi-v7a;armeabi,16,2
Evercoss,One X,A65_sprout,965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,22;23,2
Lenovo,A656,A656,465MB,Phone,Mediatek MT6589T,480x854,240,armeabi-v7a;armeabi,17,2
Lenovo,A6600 Plus,A6600a40,1940MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,23,3
Lenovo,A6600,A6600d40,1940MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,23,3
Lava,A67,A67,458MB,Phone,Spreadtrum SC7731,480x854,240,armeabi-v7a;armeabi,22,2
Micromax,BOLT,A67,,Phone,Spreadtrum SC6825A,480x854,240,armeabi-v7a;armeabi,15,2
Lenovo,A670t,A670t,468MB,Phone,Mediatek MT6589M,480x854,240,armeabi-v7a;armeabi,17,2
Lenovo,A678t,A678t,464MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,17,2
Lava,A68,A68,964MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,23,2
Asus,PadFone 2,A68,1819-1933MB,Tablet,Qualcomm APQ8064,720x1280,160,armeabi-v7a;armeabi,16;19,2.0;3.0
Lenovo,A680,A680,971MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,17,2
Lenovo,A6800,A6800,921MB,Phone,Marvell PXA1928,720x1280,320,armeabi-v7a;armeabi,19,3
Lenovo,A688t,A688t,965MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2
Micromax,BOLT,A69,448MB,Phone,Broadcom BCM21663,480x854,240,armeabi-v7a;armeabi,17,2
Samsung,Galaxy A6,a6elteatt,2680MB,Phone,Samsung Exynos 7884,720x1339,320,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy A6,a6eltespr,2680MB,Phone,Samsung Exynos 7884,720x1339,320,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy A6,a6lte,2812MB,Phone,Samsung Exynos 7870,720x1339,320,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy A6,a6lteks,2812MB,Phone,Samsung Exynos 7870,720x1339,320,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy A6+,a6plte,3542MB,Phone,Qualcomm SDM450,1080x2009,420,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy A9 Star Lite,a6pltechn,3542MB,Phone,Qualcomm SDM450,1080x2009,420,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy A9 Star Lite,a6pltecmcc,3542MB,Phone,Qualcomm SDM450,1080x2009,420,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy Jean,a6pltektt,2790MB,Phone,Qualcomm SDM450,1080x2009,420,armeabi-v7a;armeabi,26,3.2
TaiwanMobile,A6S,A6S,966MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,17,2
Blackview,A7,A7,892MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
AllView,A7 Lite,A7_Lite,972MB,Phone,Mediatek MT6752,480x854,240,armeabi-v7a;armeabi,22,2
Polaroid,A7_PTAB735,A7_PTAB735,512MB,Tablet,Rockchip RK3026,1024x600,160,armeabi-v7a;armeabi,19,2
Lenovo,TAB 2 A7-30F,A7-30F,982-983MB,Tablet,Mediatek MT8127,600x1024,160,armeabi-v7a;armeabi,19;21,2
Lenovo,A7-30GC,A7-30GC,961-963MB,Tablet,Mediatek MT8382M,600x1024,160,armeabi-v7a;armeabi,19;21,2
Lenovo,A7-30H,A7-30H,961-963MB,Tablet,Mediatek MT8382M,600x1024,160,armeabi-v7a;armeabi,19;21,2
Lenovo,TAB 2 A7-30HC,A7-30HC,961-963MB,Tablet,Mediatek MT8382M,600x1024,160,armeabi-v7a;armeabi,19;21,2
Lenovo,TAB 2 A7-30TC,A7-30TC,,Tablet,Mediatek MT8382M,600x1024,160,armeabi-v7a;armeabi,19;21,2
Lenovo,A7000,A7000-a,952-1901MB,Phone,Mediatek MT6752,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;21;23,3
Lenovo,A7000 Plus,A7000plus,1822-1886MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23,3
CYX Group,A7008,A7008,985MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2
Lenovo,VIBE X3 Lite,A7010a48,2844-2845MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23,3
Lenovo,K5 Note,A7020a40,2797-2798MB,Phone,Mediatek MT6752M,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23,3
Lenovo,K5 Note,A7020a48,2796-3805MB,Phone,Mediatek MT6752M,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23,3
Lenovo,Lenovo,A708t,972MB,Phone,Mediatek MT6582M,540x960,240,armeabi-v7a;armeabi,17,2
TCT (Alcatel),6062W,A70AXLTMO,1850MB,Phone,Mediatek MT6763T,1080x2160,480,armeabi-v7a;armeabi,27,3.2
T-Mobile,REVVL 2 PLUS,A70AXLTMO,2866MB,Phone,Mediatek MT6763T,1080x2160,480,armeabi-v7a;armeabi,27,3.2
Archos,70b Titanium,A70BTI,874MB,Tablet,Rockchip RK3066,1280x800,213,armeabi-v7a;armeabi,16,2
Archos,70 Xenon,a70xe,463MB,Tablet,Mediatek MT8312,600x1024,160,armeabi-v7a;armeabi,17,2
Lava,A71,A71,915MB,Phone,Spreadtrum SC9830A,1280x720,320,armeabi-v7a;armeabi,22,2
Gtel,A7100 X3,A7100_X3,1917MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3
Gtel,A7101_X3_mini,A7101_X3_mini,1976MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,22,2
Gtel,A713_Vivo_Pro,A713_Vivo_Pro,968MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,22,2
Gtel,A714 Vivo Play,A714_Vivo_Play,,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,22,2
Gtel,A715_Inspire_One,A715_Inspire_One,,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,22,2
Gtel,A7155_X4_mini,A7155_X4_mini,2922MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3
Gtel,A716 Inspire Life,A716_Inspire_Life,,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3
Lava,A72,A72,915MB,Phone,Spreadtrum SC9830A,720x1280,320,armeabi-v7a;armeabi,22,2
Gtel,A726 Infinity Lite,A726_Infinity_Lite,,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3
Gtel,A727_Infinity_Pro,A727_Infinity_Pro,,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3
Gtel,A728_XP2,A728_XP2,1914MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3
Lava,A73,A73,963MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,23,2
Oppo,A73,A73,3780MB,Phone,Mediatek MT6763T,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
AOC,AOC,A731,984MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2
AOC,AOC,A731-H1,984MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2
AOC,A731,A731-N1,984MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2
